episodeKey,suite,taskId,seed,initStateId,beforeStage,beforeRunName,beforeAttempt,beforeBenchSuccess,beforeAgentLabel,beforeAgentOutcome,beforeInstruction,beforeSteps,beforeHostReason,beforeResultSha256,beforeFinishSha256,beforeTrajectorySha256,round1Stage,round1RunName,round1Attempt,round1BenchSuccess,round1AgentLabel,round1AgentOutcome,round1Instruction,round1Steps,round1HostReason,round1ResultSha256,round1FinishSha256,round1TrajectorySha256,afterStage,afterRunName,afterAttempt,afterBenchSuccess,afterAgentLabel,afterAgentOutcome,afterInstruction,afterSteps,afterHostReason,afterResultSha256,afterFinishSha256,afterTrajectorySha256
libero_spatial_t01_r00,libero_spatial,1,0,0,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,358,libero_success,8497142b3a22ac879e207ff31447a7dee538a56f1ea2fbc50c5230cd5b442834,,599476e5fe617bd65ce2ab11a06339c5b4a1d14d34cc967cf3a7044b339bfab8,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,358,libero_success,8497142b3a22ac879e207ff31447a7dee538a56f1ea2fbc50c5230cd5b442834,,599476e5fe617bd65ce2ab11a06339c5b4a1d14d34cc967cf3a7044b339bfab8,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,358,libero_success,8497142b3a22ac879e207ff31447a7dee538a56f1ea2fbc50c5230cd5b442834,,599476e5fe617bd65ce2ab11a06339c5b4a1d14d34cc967cf3a7044b339bfab8
libero_spatial_t01_r01,libero_spatial,1,1,1,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,295,libero_success,fdc2832cc452f12debd6096d449fc6928fea312a0b9cbd68ef0ff9df6512470d,,97a6a5df4be0b64175b50427567ea09c3952e0c198296a19896437410cbfd176,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,295,libero_success,fdc2832cc452f12debd6096d449fc6928fea312a0b9cbd68ef0ff9df6512470d,,97a6a5df4be0b64175b50427567ea09c3952e0c198296a19896437410cbfd176,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,295,libero_success,fdc2832cc452f12debd6096d449fc6928fea312a0b9cbd68ef0ff9df6512470d,,97a6a5df4be0b64175b50427567ea09c3952e0c198296a19896437410cbfd176
libero_spatial_t01_r02,libero_spatial,1,2,2,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,320,libero_success,3dad82c49cb178d7c2a2e6e6095a95dbd6e00900f00aa203e4690eca01f9bb4d,,c5499420e3b129f2dd8fcd4c41169c14d984c5497865796bff4f5bd6acd37562,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,320,libero_success,3dad82c49cb178d7c2a2e6e6095a95dbd6e00900f00aa203e4690eca01f9bb4d,,c5499420e3b129f2dd8fcd4c41169c14d984c5497865796bff4f5bd6acd37562,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,320,libero_success,3dad82c49cb178d7c2a2e6e6095a95dbd6e00900f00aa203e4690eca01f9bb4d,,c5499420e3b129f2dd8fcd4c41169c14d984c5497865796bff4f5bd6acd37562
libero_spatial_t01_r03,libero_spatial,1,3,3,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,329,libero_success,4abaaedb224a706c3c94d4a842970934baf28b2ed76857221807d9146a9de9dc,,0405ce748283ee2699d973fb5a4487dfa55b534805264417ab119ba384b404ca,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,329,libero_success,4abaaedb224a706c3c94d4a842970934baf28b2ed76857221807d9146a9de9dc,,0405ce748283ee2699d973fb5a4487dfa55b534805264417ab119ba384b404ca,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,329,libero_success,4abaaedb224a706c3c94d4a842970934baf28b2ed76857221807d9146a9de9dc,,0405ce748283ee2699d973fb5a4487dfa55b534805264417ab119ba384b404ca
libero_spatial_t01_r04,libero_spatial,1,4,4,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,289,libero_success,4e43b25f528d417ff6b164bccbac5e369a31eb621ebdde3ea07cc59ac83608e0,,422fb050d4abd5862628a4ebae54a90aa9ae3654fe8f97d85a946ab7e716516a,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,289,libero_success,4e43b25f528d417ff6b164bccbac5e369a31eb621ebdde3ea07cc59ac83608e0,,422fb050d4abd5862628a4ebae54a90aa9ae3654fe8f97d85a946ab7e716516a,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,289,libero_success,4e43b25f528d417ff6b164bccbac5e369a31eb621ebdde3ea07cc59ac83608e0,,422fb050d4abd5862628a4ebae54a90aa9ae3654fe8f97d85a946ab7e716516a
libero_spatial_t01_r05,libero_spatial,1,5,5,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,328,libero_success,aed1f4349ae74daaa5807ff5dfa3470ae7307d415ccc3fced0904144148f7d44,,b85aae15942c965e798a327e8b96e1f9f3f6076006f1a6d1b2991f476716ffde,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,328,libero_success,aed1f4349ae74daaa5807ff5dfa3470ae7307d415ccc3fced0904144148f7d44,,b85aae15942c965e798a327e8b96e1f9f3f6076006f1a6d1b2991f476716ffde,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,328,libero_success,aed1f4349ae74daaa5807ff5dfa3470ae7307d415ccc3fced0904144148f7d44,,b85aae15942c965e798a327e8b96e1f9f3f6076006f1a6d1b2991f476716ffde
libero_spatial_t01_r06,libero_spatial,1,6,6,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,319,libero_success,8faad26b2f21307a2388e720ac2321e289a620665e852d19118ebc4541d5d26c,,a086cafb6235bdc95cf8ef0714ef1856c97909a454a71b48054831141758c9b3,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,319,libero_success,8faad26b2f21307a2388e720ac2321e289a620665e852d19118ebc4541d5d26c,,a086cafb6235bdc95cf8ef0714ef1856c97909a454a71b48054831141758c9b3,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,319,libero_success,8faad26b2f21307a2388e720ac2321e289a620665e852d19118ebc4541d5d26c,,a086cafb6235bdc95cf8ef0714ef1856c97909a454a71b48054831141758c9b3
libero_spatial_t01_r07,libero_spatial,1,7,7,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,315,libero_success,ec34790908a0a00b12295fa88c3fa72b0d967074e9a6b9fa4ee4b3b8e6ad7a5d,,454d01993ed40a4cea45cbe5684becf9ef062c3ea7ad0a77dea47450e9d2cb38,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,315,libero_success,ec34790908a0a00b12295fa88c3fa72b0d967074e9a6b9fa4ee4b3b8e6ad7a5d,,454d01993ed40a4cea45cbe5684becf9ef062c3ea7ad0a77dea47450e9d2cb38,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,315,libero_success,ec34790908a0a00b12295fa88c3fa72b0d967074e9a6b9fa4ee4b3b8e6ad7a5d,,454d01993ed40a4cea45cbe5684becf9ef062c3ea7ad0a77dea47450e9d2cb38
libero_spatial_t01_r08,libero_spatial,1,8,8,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,339,libero_success,6b9d36bd5074372b9362c0c85250c11b94ad70b52ac093ee1c26a76fe118e76e,,ef78856c0ccd5febd471f6cbd332708d016a2c87127c799e585dd0bfc0778c92,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,339,libero_success,6b9d36bd5074372b9362c0c85250c11b94ad70b52ac093ee1c26a76fe118e76e,,ef78856c0ccd5febd471f6cbd332708d016a2c87127c799e585dd0bfc0778c92,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,339,libero_success,6b9d36bd5074372b9362c0c85250c11b94ad70b52ac093ee1c26a76fe118e76e,,ef78856c0ccd5febd471f6cbd332708d016a2c87127c799e585dd0bfc0778c92
libero_spatial_t01_r09,libero_spatial,1,9,9,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,370,libero_success,1379df7ed32336be250d66229f184a858148698cb3e0bf49dc663e6394662dda,,4cce2c85c43ad3846a5a6d4ce229b2ef9ca3db05eedd50776442b0cf23779864,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,370,libero_success,1379df7ed32336be250d66229f184a858148698cb3e0bf49dc663e6394662dda,,4cce2c85c43ad3846a5a6d4ce229b2ef9ca3db05eedd50776442b0cf23779864,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl next to the ramekin and place it on the plate,370,libero_success,1379df7ed32336be250d66229f184a858148698cb3e0bf49dc663e6394662dda,,4cce2c85c43ad3846a5a6d4ce229b2ef9ca3db05eedd50776442b0cf23779864
libero_spatial_t02_r00,libero_spatial,2,0,0,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_002,True,unknown,,pick up the black bowl from table center and place it on the plate,286,libero_success,e39e785c153432b33b606c38413155d5100ede484d0dd738a5e3d68cf1a1a241,,8f3b2dbcafa5eec74a525cbbefddcedd90852b7b535fb463203ec70de6ecb4c5,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_002,True,unknown,,pick up the black bowl from table center and place it on the plate,286,libero_success,e39e785c153432b33b606c38413155d5100ede484d0dd738a5e3d68cf1a1a241,,8f3b2dbcafa5eec74a525cbbefddcedd90852b7b535fb463203ec70de6ecb4c5,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_002,True,unknown,,pick up the black bowl from table center and place it on the plate,286,libero_success,e39e785c153432b33b606c38413155d5100ede484d0dd738a5e3d68cf1a1a241,,8f3b2dbcafa5eec74a525cbbefddcedd90852b7b535fb463203ec70de6ecb4c5
libero_spatial_t02_r01,libero_spatial,2,1,1,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,252,libero_success,1239f16291aa3737aaacb446fb6598050c3054cf4685e59384bceb8cad070bae,,50e264bd7ae48ab1d5a3ce84598f5b027131af4e2842fedf74ea4a56374c45a1,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,252,libero_success,1239f16291aa3737aaacb446fb6598050c3054cf4685e59384bceb8cad070bae,,50e264bd7ae48ab1d5a3ce84598f5b027131af4e2842fedf74ea4a56374c45a1,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,252,libero_success,1239f16291aa3737aaacb446fb6598050c3054cf4685e59384bceb8cad070bae,,50e264bd7ae48ab1d5a3ce84598f5b027131af4e2842fedf74ea4a56374c45a1
libero_spatial_t02_r02,libero_spatial,2,2,2,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_002,True,unknown,,pick up the black bowl from table center and place it on the plate,271,libero_success,3d7d23152ce5e319968c8273d9340b31a7964d7c83332c87a91e4f91fc866649,,1fa0ef8285e548017ecb2a932122aa8f74e0e4c92b0372e01e37f9112d80b3b3,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_002,True,unknown,,pick up the black bowl from table center and place it on the plate,271,libero_success,3d7d23152ce5e319968c8273d9340b31a7964d7c83332c87a91e4f91fc866649,,1fa0ef8285e548017ecb2a932122aa8f74e0e4c92b0372e01e37f9112d80b3b3,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_002,True,unknown,,pick up the black bowl from table center and place it on the plate,271,libero_success,3d7d23152ce5e319968c8273d9340b31a7964d7c83332c87a91e4f91fc866649,,1fa0ef8285e548017ecb2a932122aa8f74e0e4c92b0372e01e37f9112d80b3b3
libero_spatial_t02_r03,libero_spatial,2,3,3,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,281,libero_success,7d714e4c8ca3a9b927f5bca0ad845196dcd6931f3158bfd8a7f4615236028fcb,,d1b7525b3fd4a4e971d0eb2fb75cb4756a35a6b6bbeb87cc0c5d955bfd060f09,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,281,libero_success,7d714e4c8ca3a9b927f5bca0ad845196dcd6931f3158bfd8a7f4615236028fcb,,d1b7525b3fd4a4e971d0eb2fb75cb4756a35a6b6bbeb87cc0c5d955bfd060f09,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,281,libero_success,7d714e4c8ca3a9b927f5bca0ad845196dcd6931f3158bfd8a7f4615236028fcb,,d1b7525b3fd4a4e971d0eb2fb75cb4756a35a6b6bbeb87cc0c5d955bfd060f09
libero_spatial_t02_r04,libero_spatial,2,4,4,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,319,libero_success,320bb809e6168f16ef7abcdf97959f6864e43d4c4e4c6d089bdecf34e0195ebb,,c79c683bfc39979a9cbca52edc1dca247f055d7e9c6948a19d435285c9dc609c,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,319,libero_success,320bb809e6168f16ef7abcdf97959f6864e43d4c4e4c6d089bdecf34e0195ebb,,c79c683bfc39979a9cbca52edc1dca247f055d7e9c6948a19d435285c9dc609c,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,319,libero_success,320bb809e6168f16ef7abcdf97959f6864e43d4c4e4c6d089bdecf34e0195ebb,,c79c683bfc39979a9cbca52edc1dca247f055d7e9c6948a19d435285c9dc609c
libero_spatial_t02_r05,libero_spatial,2,5,5,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,301,libero_success,22aa3fd38d254e0191680597adccec298fa3b37d809453766fb163ab2e36276f,,808f586746c2ff6f6b541dd9446a2bc34acf3724a7762fa0c33936ce6d1d8516,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,301,libero_success,22aa3fd38d254e0191680597adccec298fa3b37d809453766fb163ab2e36276f,,808f586746c2ff6f6b541dd9446a2bc34acf3724a7762fa0c33936ce6d1d8516,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,301,libero_success,22aa3fd38d254e0191680597adccec298fa3b37d809453766fb163ab2e36276f,,808f586746c2ff6f6b541dd9446a2bc34acf3724a7762fa0c33936ce6d1d8516
libero_spatial_t02_r06,libero_spatial,2,6,6,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,289,libero_success,ef913f430875ffc8b86e01f1b83e9c58c738b0aff1d09ce80ebb0af7d2d47d74,,c8081c38d373bb80a74bb0f338602bb4b253f80a7b9e624a9e6ccc78c8137069,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,289,libero_success,ef913f430875ffc8b86e01f1b83e9c58c738b0aff1d09ce80ebb0af7d2d47d74,,c8081c38d373bb80a74bb0f338602bb4b253f80a7b9e624a9e6ccc78c8137069,baseline,astra_libero_v5_calibrated_parallel10_r4,attempt_001,True,unknown,,pick up the black bowl from table center and place it on the plate,289,libero_success,ef913f430875ffc8b86e01f1b83e9c58c738b0aff1d09ce80ebb0af7d2d47d74,,c8081c38d373bb80a74bb0f338602bb4b253f80a7b9e624a9e6ccc78c8137069
